SOL-USD,2026-01-10 06:56:45.303194,136.33,136.25,136.5,57.16,HOLD,0,DOWN
ETH-USD,2026-01-10 06:56:45.506799,3091.6,3088.48,3089.2,59.8,HOLD,0,DOWN
BNB-USD,2026-01-10 06:56:46.104945,900.04,901.23,899.11,61.5,HOLD,0,UP
